-2.283440e+01 -3.744160e+01 3.559918e-01 2.140000e-01 -6.170000e+01
-2.822440e+01 -3.477700e+01 4.047250e-01 1.250000e-01 -1.190000e+01
-3.443520e+01 -2.549600e+01 1.076069e-01 4.300000e-02 -3.040000e+01
4.515800e+00 -1.969260e+01 1.846716e-01 3.130000e-01 -1.020000e+01
4.674000e+00 4.212200e+00 1.000000e+00 4.050000e-01 -1.339000e+02
1.699040e+01 -1.802740e+01 2.360478e-01 2.960000e-01 -1.136000e+02
1.901240e+01 -1.550760e+01 1.736841e-01 1.100000e-01 -1.506000e+02
-2.243800e+00 -2.687400e+00 7.511385e-01 1.200000e-01 -9.330000e+01
2.238000e+00 -2.543400e+00 6.368542e-01 8.000000e-02 -4.820000e+01
6.574400e+00 -7.782400e+00 1.146885e-01 2.360000e-01 -1.407000e+02
2.469400e+00 -1.183500e+01 7.004224e-02 5.300000e-01 -1.663000e+02
-6.826200e+00 -6.091600e+00 8.475396e-02 1.330000e-01 -6.800000e+01
-4.950000e+00 -6.781200e+00 7.774635e-02 2.300000e-02 -1.292000e+02
-8.634000e-01 4.523800e+00 1.928235e-01 3.440000e-01 -1.736000e+02
-3.208400e+00 3.593800e+00 1.408121e-01 2.370000e-01 -2.790000e+01
2.179380e+01 -1.219200e+00 7.324871e-02 1.260000e-01 -1.303000e+02
1.499160e+01 2.254400e+00 1.207258e-01 1.010000e-01 -2.530000e+01
-3.163440e+01 1.327000e+00 1.252218e-01 2.070000e-01 -1.434000e+02
3.921500e+01 1.110480e+01 1.616144e-01 1.550000e-01 -1.684000e+02
1.547420e+01 2.095820e+01 4.850651e-01 1.620000e-01 -4.280000e+01
4.581400e+00 1.760600e+01 1.049639e-01 3.980000e-01 -1.109000e+02
9.207800e+00 1.669700e+01 8.446563e-02 2.560000e-01 -1.753000e+02
-2.393040e+01 1.770280e+01 7.195152e-02 8.300000e-02 -4.070000e+01
1.166420e+01 2.564680e+01 1.056915e-01 7.400000e-02 -1.753000e+02
-3.540700e+01 2.925020e+01 1.471906e-01 1.980000e-01 -1.713000e+02
-1.823540e+01 2.578280e+01 1.169176e-01 3.590000e-01 -1.393000e+02
2.117120e+01 2.733500e+01 1.010927e-01 6.000000e-02 -5.300000e+01
