1.0e4  35  35 0.0 0.0 0.5 1.0
1.0e4  35  25 0.0 0.0 0.5 1.0
1.0e4  35  15 0.0 0.0 0.5 1.0
1.0e4  35   5 0.0 0.0 0.5 1.0
1.0e4  35 -35 0.0 0.0 0.5 1.0
1.0e4  35 -25 0.0 0.0 0.5 1.0
1.0e4  35 -15 0.0 0.0 0.5 1.0
1.0e4  35  -5 0.0 0.0 0.5 1.0
1.0e4  25  35 0.0 0.0 0.5 1.0
1.0e4  25  25 0.0 0.0 0.5 1.0
1.0e4  25  15 0.0 0.0 0.5 1.0
1.0e4  25   5 0.0 0.0 0.5 1.0
1.0e4  25 -35 0.0 0.0 0.5 1.0
1.0e4  25 -25 0.0 0.0 0.5 1.0
1.0e4  25 -15 0.0 0.0 0.5 1.0
1.0e4  25  -5 0.0 0.0 0.5 1.0
1.0e4  15  35 0.0 0.0 0.5 1.0
1.0e4  15  25 0.0 0.0 0.5 1.0
1.0e4  15  15 0.0 0.0 0.5 1.0
1.0e4  15   5 0.0 0.0 0.5 1.0
1.0e4  15 -35 0.0 0.0 0.5 1.0
1.0e4  15 -25 0.0 0.0 0.5 1.0
1.0e4  15 -15 0.0 0.0 0.5 1.0
1.0e4  15  -5 0.0 0.0 0.5 1.0
1.0e4   5  35 0.0 0.0 0.5 1.0
1.0e4   5  25 0.0 0.0 0.5 1.0
1.0e4   5  15 0.0 0.0 0.5 1.0
1.0e4   5   5 0.0 0.0 0.5 1.0
1.0e4   5 -35 0.0 0.0 0.5 1.0
1.0e4   5 -25 0.0 0.0 0.5 1.0
1.0e4   5 -15 0.0 0.0 0.5 1.0
1.0e4   5  -5 0.0 0.0 0.5 1.0
1.0e4 -35  35 0.0 0.0 0.5 1.0
1.0e4 -35  25 0.0 0.0 0.5 1.0
1.0e4 -35  15 0.0 0.0 0.5 1.0
1.0e4 -35   5 0.0 0.0 0.5 1.0
1.0e4 -35 -35 0.0 0.0 0.5 1.0
1.0e4 -35 -25 0.0 0.0 0.5 1.0
1.0e4 -35 -15 0.0 0.0 0.5 1.0
1.0e4 -35  -5 0.0 0.0 0.5 1.0
1.0e4 -25  35 0.0 0.0 0.5 1.0
1.0e4 -25  25 0.0 0.0 0.5 1.0
1.0e4 -25  15 0.0 0.0 0.5 1.0
1.0e4 -25   5 0.0 0.0 0.5 1.0
1.0e4 -25 -35 0.0 0.0 0.5 1.0
1.0e4 -25 -25 0.0 0.0 0.5 1.0
1.0e4 -25 -15 0.0 0.0 0.5 1.0
1.0e4 -25  -5 0.0 0.0 0.5 1.0
1.0e4 -15  35 0.0 0.0 0.5 1.0
1.0e4 -15  25 0.0 0.0 0.5 1.0
1.0e4 -15  15 0.0 0.0 0.5 1.0
1.0e4 -15   5 0.0 0.0 0.5 1.0
1.0e4 -15 -35 0.0 0.0 0.5 1.0
1.0e4 -15 -25 0.0 0.0 0.5 1.0
1.0e4 -15 -15 0.0 0.0 0.5 1.0
1.0e4 -15  -5 0.0 0.0 0.5 1.0
1.0e4  -5  35 0.0 0.0 0.5 1.0
1.0e4  -5  25 0.0 0.0 0.5 1.0
1.0e4  -5  15 0.0 0.0 0.5 1.0
1.0e4  -5   5 0.0 0.0 0.5 1.0
1.0e4  -5 -35 0.0 0.0 0.5 1.0
1.0e4  -5 -25 0.0 0.0 0.5 1.0
1.0e4  -5 -15 0.0 0.0 0.5 1.0
1.0e4  -5  -5 0.0 0.0 0.5 1.0
3.0e4  -5   0 0.0 0.0 0.0 0.0
3.0e4   0   0 0.0 0.0 0.0 0.0
3.0e4   5   0 0.0 0.0 0.0 0.0
3.0e4   0  -5 0.0 0.0 0.0 0.0
3.0e4   0   5 0.0 0.0 0.0 0.0
